date,season,product,location,product_price_per_unit
2025-09-22,Autumn,Rice,Khulna,108.78
2025-09-22,Autumn,Onion,Khulna,46.62
2025-09-22,Autumn,Potato,Khulna,62.16
2025-09-22,Autumn,Green Chilli,Khulna,77.7
2025-09-22,Autumn,Tomato,Khulna,54.39
2025-09-22,Autumn,Rice,Dhaka,117.76
2025-09-22,Autumn,Onion,Dhaka,50.47
2025-09-22,Autumn,Potato,Dhaka,67.29
2025-09-22,Autumn,Green Chilli,Dhaka,84.11
2025-09-22,Autumn,Tomato,Dhaka,58.88
2025-09-22,Autumn,Rice,Chittagong,115.51
2025-09-22,Autumn,Onion,Chittagong,49.51
2025-09-22,Autumn,Potato,Chittagong,66.01
2025-09-22,Autumn,Green Chilli,Chittagong,82.51
2025-09-22,Autumn,Tomato,Chittagong,57.76
2025-09-22,Autumn,Rice,Sylhet,114.39
2025-09-22,Autumn,Onion,Sylhet,49.02
2025-09-22,Autumn,Potato,Sylhet,65.37
2025-09-22,Autumn,Green Chilli,Sylhet,81.71
2025-09-22,Autumn,Tomato,Sylhet,57.2
2025-10-22,Autumn,Rice,Rajshahi,118.37
2025-10-22,Autumn,Onion,Rajshahi,50.73
2025-10-22,Autumn,Potato,Rajshahi,67.64
2025-10-22,Autumn,Green Chilli,Rajshahi,84.55
2025-10-22,Autumn,Tomato,Rajshahi,59.18
2025-10-22,Autumn,Rice,Khulna,120.86
2025-10-22,Autumn,Onion,Khulna,51.8
2025-10-22,Autumn,Potato,Khulna,69.06
2025-10-22,Autumn,Green Chilli,Khulna,86.33
2025-10-22,Autumn,Tomato,Khulna,60.43
2025-10-22,Autumn,Rice,Dhaka,130.83
2025-10-22,Autumn,Onion,Dhaka,56.07
2025-10-22,Autumn,Potato,Dhaka,74.76
2025-10-22,Autumn,Green Chilli,Dhaka,93.45
2025-10-22,Autumn,Tomato,Dhaka,65.41
2025-10-22,Autumn,Rice,Chittagong,128.33
2025-10-22,Autumn,Onion,Chittagong,55.0
2025-10-22,Autumn,Potato,Chittagong,73.33
2025-10-22,Autumn,Green Chilli,Chittagong,91.67
2025-10-22,Autumn,Tomato,Chittagong,64.17
2025-10-22,Autumn,Rice,Sylhet,127.09
2025-10-22,Autumn,Onion,Sylhet,54.47
2025-10-22,Autumn,Potato,Sylhet,72.62
2025-10-22,Autumn,Green Chilli,Sylhet,90.78
2025-10-22,Autumn,Tomato,Sylhet,63.54
2025-11-21,Autumn,Rice,Rajshahi,108.68
2025-11-21,Autumn,Onion,Rajshahi,46.58
2025-11-21,Autumn,Potato,Rajshahi,62.1
2025-11-21,Autumn,Green Chilli,Rajshahi,77.63
2025-11-21,Autumn,Tomato,Rajshahi,54.34
2025-11-21,Autumn,Rice,Khulna,110.97
2025-11-21,Autumn,Onion,Khulna,47.56
2025-11-21,Autumn,Potato,Khulna,63.41
2025-11-21,Autumn,Green Chilli,Khulna,79.26
2025-11-21,Autumn,Tomato,Khulna,55.48
2025-11-21,Autumn,Rice,Dhaka,120.12
2025-11-21,Autumn,Onion,Dhaka,51.48
2025-11-21,Autumn,Potato,Dhaka,68.64
2025-11-21,Autumn,Green Chilli,Dhaka,85.8
2025-11-21,Autumn,Tomato,Dhaka,60.06
2025-11-21,Autumn,Rice,Chittagong,117.83
2025-11-21,Autumn,Onion,Chittagong,50.5
2025-11-21,Autumn,Potato,Chittagong,67.33
2025-11-21,Autumn,Green Chilli,Chittagong,84.17
2025-11-21,Autumn,Tomato,Chittagong,58.92
2025-11-21,Autumn,Rice,Sylhet,116.69
2025-11-21,Autumn,Onion,Sylhet,50.01
2025-11-21,Autumn,Potato,Sylhet,66.68
2025-11-21,Autumn,Green Chilli,Sylhet,83.35
2025-11-21,Autumn,Tomato,Sylhet,58.34
2025-12-21,Winter,Rice,Rajshahi,84.44
2025-12-21,Winter,Onion,Rajshahi,36.19
2025-12-21,Winter,Potato,Rajshahi,48.25
2025-12-21,Winter,Green Chilli,Rajshahi,60.31
2025-12-21,Winter,Tomato,Rajshahi,42.22
2025-12-21,Winter,Rice,Khulna,86.21
2025-12-21,Winter,Onion,Khulna,36.95
2025-12-21,Winter,Potato,Khulna,49.27
2025-12-21,Winter,Green Chilli,Khulna,61.58
2025-12-21,Winter,Tomato,Khulna,43.11
2025-12-21,Winter,Rice,Dhaka,93.33
2025-12-21,Winter,Onion,Dhaka,40.0
2025-12-21,Winter,Potato,Dhaka,53.33
2025-12-21,Winter,Green Chilli,Dhaka,66.66
2025-12-21,Winter,Tomato,Dhaka,46.66
2025-12-21,Winter,Rice,Chittagong,91.55
2025-12-21,Winter,Onion,Chittagong,39.23
2025-12-21,Winter,Potato,Chittagong,52.31
2025-12-21,Winter,Green Chilli,Chittagong,65.39
2025-12-21,Winter,Tomato,Chittagong,45.77
2025-12-21,Winter,Rice,Sylhet,90.66
2025-12-21,Winter,Onion,Sylhet,38.85
2025-12-21,Winter,Potato,Sylhet,51.81
2025-12-21,Winter,Green Chilli,Sylhet,64.76
2025-12-21,Winter,Tomato,Sylhet,45.33
